national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
237,8.0,0,0,0,0,2,4,5,8,4,No,0,0.06,0.21,0,No,No,No,Yes,No,No
26,12.0,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,Yes,No,No,Yes,No,No
0,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
2,8.0,0,0,1,2,1,1,3,5,3,No,0,0.97,0.98,0,No,No,No,Yes,No,No
12,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,No,No,No,No
5,8.0,0,0,0,0,0,0,0,0,0,No,0,0.7,0.73,0,No,No,No,Yes,No,No
7,9.0,0,0,0,0,0,0,1,1,1,No,0,0.93,0.89,0,No,No,No,Yes,No,No
125,4.0,33,181,350,513,57,192,361,599,53,No,0,0.96,0.93,0,No,No,No,Yes,No,No
22,2.0,0,78,158,270,8,19,23,24,11,No,14,0.12,0.06,0,No,No,No,Yes,No,No
3,8.0,0,0,1,3,0,0,3,6,2,No,0,0.99,0.99,0,No,No,No,Yes,No,No
497,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
62,8.0,0,0,0,0,1,4,13,19,0,No,0,0.9,0.95,0,No,No,No,Yes,No,No
5,4.0,0,0,0,0,1,1,1,1,0,No,0,0.7,0.66,0,Yes,No,No,Yes,No,No
0,16.0,0,0,0,0,0,0,0,0,0,No,0,0.78,0.75,0,No,No,No,Yes,No,No
39,8.0,0,0,0,0,0,0,0,0,0,No,0,1.0,1.0,0,No,No,Yes,Yes,No,No
97,4.0,0,3726,5886,8694,1473,4517,8609,11896,797,No,270,0.55,0.66,113,No,No,No,No,No,No
0,8.0,0,0,0,0,0,0,0,0,0,No,0,0.93,0.94,0,No,No,No,Yes,No,No
0,2.0,4,49,49,49,0,0,0,0,1,No,4,0.83,0.91,0,Yes,No,No,Yes,No,No
1722,9.0,0,0,0,0,0,0,0,0,0,No,0,0.94,0.83,0,No,No,Yes,Yes,No,No
83,2.0,14,546,942,1405,131,622,1064,1384,94,No,42,0.31,0.34,24,No,No,Yes,Yes,No,No
0,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,Yes,Yes,No,No
18,,0,0,0,0,1,17,41,63,5,No,0,-99.0,-99.0,0,Yes,No,Yes,Yes,No,No
85,52.0,0,0,0,0,4,11,20,48,2,No,0,0.89,0.94,0,Yes,No,No,Yes,No,No
54,8.0,50,350,550,800,61,284,432,602,91,No,50,0.9,0.86,0,No,No,No,Yes,No,No
11,2.0,16,8,24,32,0,10,39,52,2,No,0,1.0,0.98,0,No,No,No,Yes,No,No
23,,0,0,0,0,0,0,0,0,1,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
48,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
2,8.0,0,20,20,20,0,0,0,0,0,No,0,0.5,0.52,0,Yes,No,Yes,No,No,No
718,8.0,351,1692,3177,4497,0,0,0,0,0,No,0,0.97,0.96,0,No,No,No,Yes,No,No
72,4.0,0,3,3,3,1,4,8,10,1,No,0,0.56,0.58,0,No,No,No,Yes,No,No
0,4.0,0,4,7,7,0,0,0,0,0,No,0,0.7,0.66,0,Yes,No,No,Yes,No,No
35,52.0,0,0,0,0,0,0,0,0,0,No,0,1.0,0.99,0,Yes,No,No,No,No,No
21,8.0,0,0,0,0,0,0,1,3,0,No,0,0.89,0.88,0,No,No,Yes,Yes,No,No
4,2.0,0,2,2,2,0,0,0,0,1,No,0,0.15,0.1,0,Yes,No,Yes,Yes,No,No
62,2.0,11,47,92,137,13,39,75,109,21,No,2,0.48,0.57,0,No,No,No,Yes,No,No
23,8.0,0,312,540,840,60,235,542,725,54,No,12,0.31,0.2,2,No,No,No,Yes,No,No
5,2.0,0,6,18,30,1,5,10,16,1,No,0,0.98,0.99,0,No,No,Yes,Yes,No,No
0,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
20,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
2,12.0,0,0,0,0,0,0,0,0,0,No,0,0.57,0.68,0,Yes,No,No,Yes,No,No
391,8.0,132,1508,2618,3808,452,1533,2813,4054,389,No,90,0.58,0.62,0,No,No,No,Yes,No,No
22,8.0,0,0,0,0,0,0,1,1,0,No,0,0.9,0.86,0,No,No,Yes,Yes,No,No
18,8.0,0,0,0,0,1,1,1,1,0,No,0,0.97,0.97,0,No,No,No,Yes,No,No
256,52.0,0,0,0,0,3,6,13,25,0,No,0,0.79,0.66,0,Yes,No,No,Yes,No,No
3,8.0,0,0,1,3,0,0,3,3,1,No,0,0.83,0.72,0,No,No,No,Yes,No,No
371,12.0,25,150,300,450,85,227,477,729,144,No,0,0.87,0.94,0,No,No,Yes,Yes,No,No
18,8.0,0,61,91,121,4,21,61,103,22,No,3,0.57,0.59,0,No,No,No,Yes,No,No
7,8.0,0,15,15,15,1,7,12,17,0,No,5,0.34,0.57,0,No,No,No,Yes,No,No
25,8.0,0,0,0,0,0,1,2,4,0,No,0,0.96,0.89,0,No,No,No,Yes,No,No
2,12.0,0,20,32,44,6,12,32,39,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
510,8.0,0,0,0,0,0,0,2,4,0,No,0,0.98,0.96,0,No,No,No,Yes,No,No
891,2.0,25,500,1000,2000,65,249,438,718,103,No,500,0.41,0.47,0,No,No,No,Yes,No,No
6,8.0,0,0,1,3,1,2,5,7,0,No,0,0.88,0.89,0,No,No,Yes,Yes,No,No
53,12.0,0,0,0,0,5,18,31,53,0,No,0,0.77,0.75,0,No,No,No,Yes,No,No
7,4.0,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
34,,0,0,0,0,0,0,0,1,1,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
45,2.0,0,0,0,0,1,4,11,13,2,No,0,0.95,0.95,0,No,No,No,Yes,No,No
10,8.0,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,No,No,Yes,Yes,No,No
17,8.0,0,20,20,20,0,0,0,0,0,No,0,0.5,0.52,0,Yes,No,No,No,No,No
56,8.0,3,24,66,84,12,30,78,136,17,No,6,0.78,0.75,0,No,No,No,Yes,No,No
7,8.0,0,45,81,113,13,35,75,89,0,No,6,0.96,0.96,0,No,No,No,Yes,No,No
16,12.0,0,0,0,0,0,0,1,2,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
2,12.0,0,2,4,4,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
19,2.0,0,20,30,40,6,14,31,56,0,No,10,0.55,0.79,0,No,No,No,Yes,No,No
56,8.0,0,0,0,0,0,0,0,0,0,No,0,0.98,0.99,0,No,No,No,Yes,No,No
8,12.0,0,0,0,0,0,0,0,0,0,No,0,0.77,0.73,0,No,No,Yes,Yes,No,No
19,8.0,0,40,40,40,0,0,0,0,0,No,0,0.5,0.52,0,Yes,No,No,No,No,No
1080,8.0,206,1700,3620,5400,603,1893,4033,5748,547,No,180,0.73,0.7,0,No,No,No,Yes,No,No
38,8.0,22,36,69,118,3,30,69,109,28,No,4,0.0,0.0,0,No,No,No,Yes,No,No
84,8.0,6,30,54,90,8,38,62,102,32,No,0,1.0,1.0,0,No,No,No,Yes,No,No
511,2.0,410,960,1800,2760,269,968,1630,2263,276,No,120,0.92,0.92,0,No,No,No,Yes,No,No
86,,12,0,0,0,29,87,118,153,2,No,0,-99.0,-99.0,0,Yes,No,Yes,Yes,No,No
10,4.0,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
124,12.0,0,56,56,160,0,0,0,0,0,No,8,0.73,0.79,0,No,No,Yes,Yes,No,No
116,8.0,1,156,156,156,24,74,148,200,50,No,0,0.84,0.87,0,No,No,No,Yes,No,No
72,2.0,0,0,0,0,0,0,0,0,0,No,0,1.0,0.91,0,Yes,No,No,Yes,No,No
0,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,Yes,Yes,No,No
5,12.0,0,0,0,0,0,0,0,0,1,No,0,0.57,0.68,0,No,No,No,Yes,No,No
98,8.0,20,160,324,480,44,132,305,464,79,No,12,0.68,0.64,1,No,No,No,Yes,No,No
890,4.0,550,133,713,945,309,956,1879,3064,32,No,17,0.73,0.78,0,No,No,No,Yes,No,No
175,2.0,53,295,601,928,107,312,595,988,107,No,0,1.0,0.92,0,No,No,No,Yes,No,No
10,8.0,0,0,0,0,1,3,4,5,0,No,0,0.78,0.75,0,No,No,No,Yes,No,No
0,2.0,4,0,28,28,0,0,0,0,0,No,0,0.79,0.87,0,Yes,No,No,Yes,No,No
11,2.0,0,0,0,0,0,0,0,0,0,No,0,0.93,0.96,0,Yes,No,No,Yes,No,No
24,8.0,0,0,0,0,0,0,0,5,0,No,0,0.99,0.95,0,No,No,No,Yes,No,No
3797,8.0,665,3073,4201,6175,662,2438,6283,9187,1147,No,274,0.88,0.91,0,No,No,No,Yes,No,No
357,10.0,0,0,0,0,2,5,9,20,0,No,0,0.77,0.84,0,No,No,No,Yes,No,No
191,8.0,0,0,0,0,2,5,5,8,0,No,0,0.82,0.91,0,No,No,No,Yes,No,No
479,4.0,209,4626,6474,10632,1725,5301,9789,12429,1228,No,426,0.55,0.66,403,No,No,No,No,No,No
54,2.0,0,0,0,0,0,0,0,0,0,No,0,0.68,0.77,0,Yes,No,No,Yes,No,No
64,8.0,0,0,0,0,0,0,0,0,1,No,0,0.93,0.89,0,No,No,No,Yes,No,No
440,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
4,2.0,0,1,2,2,0,0,0,0,0,No,0,0.82,0.84,0,Yes,No,No,Yes,No,No
4,10.0,0,0,0,0,0,0,1,2,1,No,0,0.41,0.46,0,No,No,No,Yes,No,No
455,8.0,0,0,0,0,0,0,3,5,1,No,0,0.99,0.99,0,No,No,No,Yes,No,No
4,4.0,4,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,Yes,No,No,Yes,No,No
177,12.0,0,0,0,0,3,18,92,123,2,No,0,0.85,0.91,0,No,No,No,Yes,No,No
5,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
3,8.0,0,0,0,0,0,0,0,0,1,No,0,1.0,0.9,0,No,No,No,Yes,No,No
5,8.0,0,0,0,1,3,4,8,10,0,No,0,0.79,0.66,0,No,No,No,Yes,No,No
75,2.0,13,180,324,432,60,170,356,538,112,No,51,0.86,0.6,0,No,No,No,Yes,No,No
20,12.0,0,0,0,0,0,0,0,0,1,No,0,0.48,0.48,0,Yes,No,No,Yes,No,No
0,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
86,8.0,15,50,118,186,17,57,120,210,19,No,0,0.7,0.71,0,No,No,Yes,Yes,No,No
4,8.0,0,1,1,3,2,4,5,6,0,No,0,1.0,1.0,0,No,No,No,Yes,No,No
3963,8.0,670,6338,12453,16489,14,43,97,133,22,No,1392,0.26,0.37,0,No,No,Yes,Yes,No,No
15,,0,0,0,0,0,0,10,12,0,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
1,8.0,0,0,0,0,0,0,0,0,0,No,0,0.5,0.66,0,Yes,No,No,Yes,No,No
96,8.0,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
50,9.0,0,0,9,25,4,12,44,75,3,No,0,0.99,0.99,0,No,No,No,Yes,No,No
16,8.0,2,12,28,44,2,18,34,61,5,No,2,0.56,0.68,0,No,No,No,Yes,No,No
1517,2.0,673,460,1160,1624,279,929,1717,2502,251,No,257,0.53,0.65,0,No,No,No,Yes,No,No
105,2.0,24,270,450,720,54,190,405,647,63,No,90,1.0,0.99,0,No,No,No,Yes,No,No
3,3.0,0,0,0,0,0,0,0,1,0,No,0,0.98,0.98,0,No,No,No,Yes,No,No
32,2.0,0,0,0,0,0,1,1,5,2,No,0,0.48,0.36,0,No,No,No,Yes,No,No
203,4.0,0,0,0,0,3,18,64,76,12,No,0,0.73,0.78,0,No,No,No,Yes,No,No
0,12.0,20,4,16,25,4,12,19,30,10,No,0,0.93,0.95,0,No,No,No,Yes,No,No
1,8.0,0,1,2,2,0,1,1,3,2,No,0,0.97,0.98,0,No,No,No,Yes,No,No
4,12.0,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
5,2.0,0,2,2,2,0,0,0,0,0,No,0,0.0,0.0,0,Yes,No,No,Yes,No,No
21,12.0,0,0,0,0,0,0,1,1,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
129,2.0,2,321,564,856,100,318,546,706,84,No,52,0.98,0.98,0,No,No,No,Yes,No,No
567,8.0,68,1350,1350,2700,156,618,1307,2113,482,No,0,1.0,0.94,0,No,No,Yes,Yes,No,No
20,4.0,0,0,8,24,1,2,7,7,0,No,0,0.79,0.66,0,No,No,No,Yes,No,No
21,,0,0,0,0,4,7,14,21,6,No,0,-99.0,-99.0,0,No,No,No,No,No,No
37,2.0,0,0,0,0,3,6,12,12,0,No,0,0.97,0.95,0,No,No,No,Yes,No,No
42,8.0,0,168,224,280,35,85,285,360,34,No,28,0.34,0.57,0,No,No,No,Yes,No,No
6,8.0,0,30,30,30,0,0,8,12,5,No,0,0.73,0.7,0,No,No,No,Yes,No,No
6,12.0,0,1,1,1,0,0,0,1,0,No,1,0.73,0.79,0,No,No,No,Yes,No,No
3,8.0,0,0,0,0,0,0,0,0,0,No,0,0.87,0.8,0,Yes,No,Yes,Yes,No,No
0,12.0,0,0,0,0,0,0,0,0,0,No,0,0.77,0.75,0,No,No,Yes,Yes,No,No
84,8.0,0,0,0,0,2,5,7,10,1,No,0,0.83,0.8,0,No,No,No,Yes,No,No
5,8.0,0,0,0,2,1,2,4,5,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
4,,0,0,0,0,0,0,0,1,2,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
462,8.0,27,755,1355,2015,212,660,1433,2183,115,No,0,0.98,0.97,0,No,No,No,Yes,No,No
4,9.0,0,0,0,0,0,0,0,0,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
0,9.0,0,0,0,0,0,0,0,0,1,No,0,0.7,0.66,0,Yes,No,Yes,Yes,No,No
772,12.0,19,9000,9000,9000,341,1509,2217,2409,113,No,600,0.79,0.61,0,No,No,No,Yes,No,No
11,8.0,0,0,0,0,0,1,1,1,0,No,0,0.74,0.82,0,No,No,No,Yes,No,No
43,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
2,12.0,1,0,0,0,0,0,1,3,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
3,8.0,0,0,0,0,0,0,0,0,0,No,0,0.87,0.8,0,No,No,No,Yes,No,No
0,4.0,0,6,9,9,0,0,0,0,0,No,3,0.7,0.66,0,Yes,No,No,Yes,No,No
0,2.0,0,500,500,500,0,0,0,0,0,No,0,0.68,0.75,0,No,No,No,Yes,No,No
2719,4.0,1000,0,0,0,212,1055,2581,3073,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
2,12.0,0,0,0,0,0,0,0,0,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
148,2.0,0,144,360,576,34,88,160,195,22,No,0,0.99,0.98,0,No,No,Yes,Yes,No,No
579,16.0,387,5568,9222,13050,774,3144,6836,9927,837,No,1131,0.15,0.29,12,No,No,Yes,Yes,No,No
390,8.0,2,0,0,0,2,18,49,96,19,No,0,0.3,0.59,0,No,No,No,Yes,No,No
17,8.0,0,0,0,0,1,3,5,7,0,No,0,1.0,0.99,0,No,No,No,Yes,No,No
19,8.0,10,86,147,208,23,76,154,211,44,No,10,1.0,0.85,0,No,No,No,Yes,No,No
774,8.0,109,799,1473,2363,364,1266,2390,3589,485,No,30,0.73,0.7,0,No,No,No,Yes,No,No
300,16.0,0,288,610,1015,177,492,827,1237,110,No,0,0.9,0.9,0,No,No,No,Yes,No,No
5,12.0,0,0,0,0,0,0,10,14,0,No,0,0.07,0.19,0,Yes,No,No,Yes,No,No
3458,9.0,1141,1526,2933,3871,628,1996,3552,5770,1013,No,0,0.85,0.82,0,No,No,No,Yes,No,No
109,8.0,0,39,87,159,11,56,129,184,18,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
36,4.0,7,16,27,32,6,21,41,61,21,No,2,0.73,0.78,0,No,No,No,Yes,No,No
12,52.0,0,0,0,0,0,0,0,0,0,No,0,0.87,0.92,0,Yes,No,No,No,No,No
0,4.0,0,4,4,4,0,0,0,0,0,No,2,0.7,0.66,0,Yes,No,No,Yes,No,No
495,2.0,0,0,0,0,0,0,0,0,0,No,0,0.68,0.75,0,No,No,No,Yes,No,No
6,0.0,0,0,0,0,0,0,0,0,2,No,0,0.0,0.0,0,No,No,No,No,No,No
31,8.0,0,0,0,0,0,0,0,0,0,No,0,1.0,0.98,0,No,No,No,Yes,No,No
10,8.0,0,88,136,172,17,50,105,156,23,No,0,0.25,0.31,0,No,No,No,Yes,No,Yes
45,8.0,10,80,155,220,37,106,194,279,26,No,0,0.98,0.98,0,No,No,No,Yes,No,No
5,8.0,0,0,3,5,1,1,5,7,4,No,0,0.96,0.89,0,No,No,No,Yes,No,No
0,8.0,0,0,0,0,0,0,0,0,0,No,0,0.97,0.97,0,No,No,Yes,Yes,No,No
305,8.0,39,385,631,877,115,219,437,734,257,No,9,0.97,0.98,0,No,No,No,Yes,No,No
5,2.0,0,0,0,0,0,0,0,0,0,No,0,0.98,0.95,0,Yes,No,No,Yes,No,No
26,8.0,0,0,9,24,2,9,30,47,2,No,0,0.97,0.98,0,No,No,No,Yes,No,No
0,12.0,0,5,5,5,0,0,0,0,0,No,0,0.48,0.48,0,Yes,No,No,Yes,No,No
33,8.0,0,50,100,150,13,53,78,105,20,No,0,1.0,1.0,0,No,No,No,Yes,No,No
59,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,Yes,Yes,No,No
441,12.0,64,450,900,1350,159,556,1059,1516,266,No,150,0.87,0.94,0,No,No,Yes,Yes,No,No
4,8.0,0,0,0,0,0,0,0,0,0,No,0,0.0,0.0,0,No,No,Yes,Yes,No,No
6,2.0,0,0,0,0,0,0,0,2,0,No,0,0.83,0.69,0,No,No,No,Yes,No,No
8,8.0,0,0,0,0,0,1,2,4,2,No,0,0.97,0.98,0,No,No,No,Yes,No,No
10,12.0,0,0,0,0,0,0,1,5,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
141,8.0,20,875,875,875,69,170,295,437,97,No,0,0.99,0.98,0,No,No,Yes,Yes,No,No
49,9.0,23,23,53,81,7,29,60,80,13,No,1,0.85,0.82,0,No,No,No,Yes,No,No
192,8.0,0,0,0,0,2,2,11,20,1,No,0,0.62,0.58,0,No,No,Yes,No,No,No
460,4.0,32,144,307,397,128,291,634,999,96,No,0,0.73,0.78,0,No,No,No,Yes,No,No
5,2.0,0,0,0,0,0,0,0,0,0,No,0,0.99,0.93,0,Yes,No,No,Yes,No,No
26,2.0,0,0,18,18,3,15,23,29,1,No,0,0.98,0.98,0,No,No,No,Yes,No,No
0,8.0,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,Yes,Yes,No,No
4,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
-34,9.0,2,296,516,646,22,93,346,579,32,No,25,0.96,0.95,39,Yes,No,Yes,Yes,No,No
61,,0,0,0,0,0,0,0,2,3,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
2,12.0,0,0,0,0,0,0,0,0,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
34,8.0,6,39,52,78,10,29,60,80,2,No,6,0.75,0.88,0,No,No,No,Yes,No,No
10,2.0,0,0,0,0,0,0,0,0,0,No,0,0.89,0.89,0,Yes,No,No,Yes,No,No
13,8.0,0,0,0,0,0,0,0,0,1,No,0,0.98,0.98,0,No,No,No,Yes,No,No
14,8.0,0,0,0,0,0,0,0,0,0,No,0,0.99,0.94,0,No,No,Yes,Yes,No,No
9,2.0,0,30,45,75,7,13,16,34,5,No,15,0.98,0.98,0,Yes,No,No,Yes,No,No
9,8.0,0,0,0,0,0,1,1,1,0,No,0,0.91,0.95,0,No,No,No,Yes,No,No
35,2.0,26,12,36,48,10,44,72,98,21,No,0,1.0,0.95,0,No,No,No,Yes,No,No
2,8.0,0,0,0,1,0,0,1,1,0,No,0,0.74,0.81,0,No,No,No,Yes,No,No
201,8.0,19,220,480,740,70,276,626,974,171,No,0,0.82,0.68,0,No,No,No,Yes,No,No
0,8.0,0,1,2,2,1,1,2,2,1,No,0,0.97,0.97,0,No,No,No,Yes,No,No
92,2.0,1,200,350,500,58,167,328,459,55,No,25,0.94,0.94,0,No,No,No,Yes,No,No
149,8.0,10,180,313,501,39,164,341,482,88,No,32,0.54,0.73,0,No,No,No,Yes,No,No
7,8.0,0,0,0,0,0,0,0,0,1,No,0,0.35,0.36,0,No,No,No,Yes,No,No
-102,8.0,0,215,232,283,1,14,71,133,45,No,0,0.5,0.46,102,No,No,No,Yes,No,Yes
5,12.0,0,0,0,0,0,0,0,0,0,No,0,0.98,0.98,0,No,No,No,Yes,No,No
0,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
17,12.0,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,No,No,Yes,Yes,No,No
68,8.0,1,135,215,336,47,145,244,362,72,No,15,0.41,0.59,0,No,No,No,Yes,No,No
58,2.0,33,134,254,362,43,135,277,431,37,No,2,0.9,0.91,0,No,No,No,Yes,No,No
9,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
3,12.0,0,0,0,0,1,1,1,1,0,No,0,0.73,0.79,0,Yes,No,No,Yes,No,No
39,8.0,0,0,15,15,7,18,35,52,3,No,0,0.98,0.97,0,No,No,No,Yes,No,No
6,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
179,8.0,0,0,0,0,0,0,0,0,0,No,0,0.92,0.66,0,No,No,No,Yes,No,No
188,8.0,2,95,95,159,28,111,217,330,60,No,95,0.9,0.85,0,No,No,No,Yes,No,No
10,8.0,0,28,44,64,5,17,31,46,2,No,4,0.7,0.71,0,No,No,Yes,Yes,No,No
10,2.0,0,0,0,1,1,3,5,11,1,No,0,0.95,0.93,0,No,No,No,Yes,No,No
219,2.0,3,38,38,38,0,31,46,87,15,No,0,0.68,0.68,0,Yes,No,No,Yes,No,No
103,9.0,0,0,0,0,0,0,0,0,2,No,0,0.85,0.82,0,Yes,No,No,No,No,No
2,8.0,0,0,0,0,1,1,1,1,0,No,0,0.79,0.66,0,No,No,No,Yes,No,No
480,2.0,0,0,0,0,0,0,0,0,0,No,0,0.68,0.75,0,No,No,No,Yes,No,No
11,12.0,0,0,0,0,0,1,1,2,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
3,8.0,0,0,0,0,0,0,0,0,1,No,0,1.0,0.9,0,No,No,No,Yes,No,No
1,8.0,0,11,16,21,2,8,11,14,0,No,1,0.75,0.63,0,No,No,No,Yes,No,No
37,8.0,2,0,0,0,2,7,16,21,5,No,0,0.5,0.49,0,No,No,No,Yes,No,No
5,2.0,3,20,35,55,5,17,71,81,5,No,5,0.85,0.74,0,No,No,No,Yes,No,No
280,8.0,0,0,0,0,0,0,0,0,1,No,0,0.99,0.99,0,No,No,No,Yes,No,No
201,8.0,0,0,0,0,1,3,3,6,2,No,0,0.7,0.86,0,No,No,No,Yes,No,No
559,8.0,75,890,1650,2106,293,737,1349,2193,211,No,50,0.64,0.62,0,No,No,No,Yes,No,No
2,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,Yes,Yes,No,No
0,12.0,0,40,40,40,3,33,62,78,0,No,20,0.73,0.79,0,No,No,No,Yes,No,No
4965,12.0,0,0,0,0,0,0,0,5,0,No,0,0.94,0.87,0,No,No,No,Yes,No,No
34,8.0,0,0,0,0,0,0,2,2,0,No,0,0.75,0.63,0,No,No,No,Yes,No,No
1439,,0,0,0,0,0,0,0,0,1,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
413,8.0,528,1601,3185,4769,734,2215,3865,5381,257,No,33,0.85,0.85,0,No,No,Yes,Yes,No,No
0,2.0,3,6,12,17,0,3,6,10,3,No,0,0.84,0.82,0,No,No,Yes,Yes,No,No
72,,0,0,0,0,0,0,1,1,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
37,8.0,0,33,73,113,8,38,70,131,37,No,0,0.73,0.7,0,No,No,No,Yes,No,No
3,8.0,0,0,0,0,0,0,0,0,0,No,0,0.82,0.81,0,No,No,Yes,Yes,No,No
4,2.0,0,0,0,0,0,0,0,0,0,No,0,0.82,0.81,0,No,No,No,Yes,No,No
61,4.0,0,0,0,0,0,3,4,6,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
122,15.0,9,151,244,343,31,121,268,445,88,No,0,0.9,0.92,0,No,No,No,Yes,No,No
21,8.0,9,79,138,198,22,73,107,150,23,No,0,0.98,0.97,1,No,No,No,Yes,No,No
177,52.0,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,Yes,No,No,No
3,12.0,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,Yes,No,No,Yes,No,No
620,12.0,0,0,0,0,17,102,161,290,0,No,0,0.94,0.87,0,No,No,No,Yes,No,No
3,2.0,0,1,1,1,1,2,2,2,0,No,0,0.82,0.81,0,Yes,No,No,Yes,No,No
3,8.0,0,6,9,15,1,5,9,12,2,No,1,0.54,0.72,0,No,No,No,Yes,No,No
1,8.0,0,1,2,3,0,1,2,4,0,No,1,0.75,0.75,0,No,No,Yes,Yes,No,No
0,2.0,0,49,89,89,0,0,0,0,1,No,39,0.99,0.96,0,Yes,No,No,Yes,No,No
3,12.0,0,0,0,0,0,0,1,1,0,No,0,0.77,0.73,0,No,No,No,Yes,No,No
0,8.0,0,16,19,25,0,7,19,25,15,No,2,0.56,0.68,0,No,No,No,Yes,No,No
33,2.0,2,70,130,200,8,41,86,134,18,No,10,0.48,0.57,0,No,No,No,Yes,No,No
158,4.0,59,243,423,549,33,129,241,355,43,No,6,0.73,0.78,0,No,No,No,Yes,No,No
48,8.0,5,99,151,216,23,64,125,199,33,No,0,0.16,0.1,1,No,No,Yes,Yes,No,No
16,2.0,0,24,24,24,0,0,0,0,1,No,0,0.76,0.81,0,Yes,No,No,Yes,No,No
20,8.0,18,49,79,99,11,32,68,103,11,No,3,0.5,0.46,0,No,No,No,Yes,No,No
336,12.0,10,158,849,1354,33,182,923,1524,45,No,0,0.97,0.98,0,No,No,No,Yes,No,No
174,8.0,35,70,238,378,129,369,727,1042,47,No,0,0.73,0.82,0,No,No,No,Yes,No,No
15,9.0,8,13,13,24,5,10,25,37,0,No,1,0.85,0.82,0,No,No,No,Yes,No,No
3,4.0,0,10,18,26,5,13,33,39,0,No,0,0.77,0.84,0,No,No,No,Yes,No,No
12,2.0,0,0,0,0,0,0,0,0,2,No,0,0.98,0.98,0,No,No,No,Yes,No,No
